filename, totalwords, totalkwds, Tax, Legal, Fin, Sys, Idio, rm_totalwords, rm_totalkwds, rm_Tax, rm_Legal, rm_Fin, rm_Sys, rm_Idio, rate_totalwords, rate_totalkwds, rate_Tax, rate_Legal, rate_Fin, rate_Sys, rate_Idio, techindustry_totalwords, techindustry_totalkwds, techindustry_Tax, techindustry_Legal, techindustry_Fin, techindustry_Sys, techindustry_Idio, investment_totalwords, investment_totalkwds, investment_Tax, investment_Legal, investment_Fin, investment_Sys, investment_Idio, expansion_totalwords, expansion_totalkwds, expansion_Tax, expansion_Legal, expansion_Fin, expansion_Sys, expansion_Idio, purchsales_totalwords, purchsales_totalkwds, purchsales_Tax, purchsales_Legal, purchsales_Fin, purchsales_Sys, purchsales_Idio, rd_totalwords, rd_totalkwds, rd_Tax, rd_Legal, rd_Fin, rd_Sys, rd_Idio, image_totalwords, image_totalkwds, image_Tax, image_Legal, image_Fin, image_Sys, image_Idio, shares_totalwords, shares_totalkwds, shares_Tax, shares_Legal, shares_Fin, shares_Sys, shares_Idio, merge_totalwords, merge_totalkwds, merge_Tax, merge_Legal, merge_Fin, merge_Sys, merge_Idio, manage_totalwords, manage_totalkwds, manage_Tax, manage_Legal, manage_Fin, manage_Sys, manage_Idio, rule_totalwords, rule_totalkwds, rule_Tax, rule_Legal, rule_Fin, rule_Sys, rule_Idio, lawsuit_totalwords, lawsuit_totalkwds, lawsuit_Tax, lawsuit_Legal, lawsuit_Fin, lawsuit_Sys, lawsuit_Idio, else_totalwords, else_totalkwds, else_Tax, else_Legal, else_Fin, else_Sys, else_Idio, crisis_totalwords, crisis_totalkwds, crisis_Tax, crisis_Legal, crisis_Fin, crisis_Sys, crisis_Idio, other_totalwords, other_totalkwds, other_Tax, other_Legal, other_Fin, other_Sys, other_Idio, 
3536誠創, 1497, 128, 0, 6, 3, 75, 44, 0, 0, 0, 0, 0, 0, 0, 251, 25, 0, 0, 0, 18, 7, 234, 38, 0, 2, 1, 18, 17, 203, 13, 0, 0, 1, 11, 1, 10, 1, 0, 0, 0, 0, 1, 62, 6, 0, 0, 0, 2, 4, 146, 20, 0, 0, 0, 12, 8, 37, 1, 0, 0, 1, 0, 0, 285, 2, 0, 0, 0, 2, 0, 38, 5, 0, 0, 0, 1, 4, 71, 1, 0, 0, 0, 1, 0, 54, 0, 0, 0, 0, 0, 0, 94, 16, 0, 4, 0, 10, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2492華新科, 2370, 68, 6, 14, 1, 30, 17, 358, 32, 2, 10, 1, 9, 10, 0, 0, 0, 0, 0, 0, 0, 182, 15, 0, 0, 0, 11, 4, 288, 0, 0, 0, 0, 0, 0, 29, 3, 0, 0, 0, 1, 2, 287, 0, 0, 0, 0, 0, 0, 917, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 122, 8, 4, 1, 0, 3, 0, 55, 10, 0, 3, 0, 6, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 
8103瀚荃, 888, 88, 0, 5, 6, 50, 27, 0, 0, 0, 0, 0, 0, 0, 245, 28, 0, 0, 0, 25, 3, 36, 4, 0, 0, 0, 1, 3, 107, 13, 0, 0, 3, 9, 1, 10, 1, 0, 0, 0, 0, 1, 48, 3, 0, 0, 0, 1, 2, 102, 10, 0, 0, 0, 4, 6, 27, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 20, 2, 0, 0, 0, 0, 2, 43, 1, 0, 0, 0, 0, 1, 136, 17, 0, 2, 3, 5, 7, 55, 9, 0, 3, 0, 5, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
1609大亞, 575, 75, 0, 4, 2, 33, 36, 0, 0, 0, 0, 0, 0, 0, 64, 15, 0, 0, 2, 11, 2, 9, 1, 0, 0, 0, 0, 1, 62, 8, 0, 1, 0, 6, 1, 7, 1, 0, 0, 0, 0, 1, 57, 7, 0, 0, 0, 2, 5, 242, 30, 0, 0, 0, 8, 22, 29, 3, 0, 1, 0, 0, 2, 16, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 51, 9, 0, 2, 0, 6, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
3501維熹, 1020, 88, 0, 4, 1, 56, 27, 0, 0, 0, 0, 0, 0, 0, 277, 33, 0, 0, 1, 27, 5, 42, 4, 0, 0, 0, 1, 3, 271, 15, 0, 0, 0, 15, 0, 25, 5, 0, 0, 0, 2, 3, 69, 7, 0, 0, 0, 0, 7, 93, 8, 0, 0, 0, 4, 4, 30, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 13, 2, 0, 0, 0, 0, 2, 23, 0, 0, 0, 0, 0, 0, 44, 2, 0, 0, 0, 1, 1, 83, 12, 0, 4, 0, 6, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
1786科妍, 648, 69, 0, 1, 2, 44, 22, 0, 0, 0, 0, 0, 0, 0, 148, 30, 0, 0, 2, 21, 7, 64, 7, 0, 0, 0, 4, 3, 68, 3, 0, 0, 0, 3, 0, 9, 1, 0, 0, 0, 0, 1, 109, 13, 0, 0, 0, 4, 9, 95, 10, 0, 0, 0, 9, 1, 28, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 53, 1, 0, 0, 0, 1, 0, 25, 3, 0, 1, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
3673F-TPK, 2044, 281, 0, 13, 23, 196, 49, 0, 0, 0, 0, 0, 0, 0, 868, 202, 0, 1, 21, 162, 18, 65, 11, 0, 0, 0, 2, 9, 107, 4, 0, 0, 0, 4, 0, 63, 14, 0, 1, 0, 8, 5, 110, 12, 0, 0, 1, 1, 10, 311, 0, 0, 0, 0, 0, 0, 64, 4, 0, 0, 1, 3, 0, 81, 1, 0, 0, 0, 1, 0, 10, 1, 0, 0, 0, 0, 1, 71, 1, 0, 0, 0, 0, 1, 100, 12, 0, 3, 0, 7, 2, 179, 19, 0, 8, 0, 8, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 
4526東台, 628, 80, 0, 4, 2, 44, 30, 0, 0, 0, 0, 0, 0, 0, 177, 35, 0, 1, 1, 25, 8, 78, 15, 0, 0, 0, 3, 12, 70, 5, 0, 0, 0, 5, 0, 76, 11, 0, 0, 0, 5, 6, 17, 1, 0, 0, 0, 0, 1, 40, 1, 0, 0, 0, 0, 1, 28, 1, 0, 0, 1, 0, 0, 19, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 56, 10, 0, 3, 0, 6, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
2615萬海, 845, 75, 0, 7, 5, 50, 13, 0, 0, 0, 0, 0, 0, 0, 65, 22, 0, 0, 2, 17, 3, 101, 13, 0, 1, 1, 6, 5, 100, 14, 0, 1, 2, 11, 0, 11, 1, 0, 0, 0, 0, 1, 10, 1, 0, 0, 0, 0, 1, 314, 11, 0, 0, 0, 10, 1, 36, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 63, 2, 0, 1, 0, 1, 0, 95, 10, 0, 4, 0, 5, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
6172互億, 457, 39, 0, 1, 5, 23, 10, 0, 0, 0, 0, 0, 0, 0, 52, 9, 0, 0, 3, 5, 1, 49, 5, 0, 0, 0, 2, 3, 137, 12, 0, 0, 2, 10, 0, 8, 1, 0, 0, 0, 0, 1, 46, 3, 0, 0, 0, 0, 3, 24, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 48, 8, 0, 1, 0, 6, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2409友達, 4314, 419, 0, 112, 13, 197, 97, 260, 12, 0, 3, 2, 2, 5, 313, 53, 0, 1, 6, 40, 6, 186, 24, 0, 0, 0, 9, 15, 157, 16, 0, 1, 0, 15, 0, 30, 3, 0, 0, 0, 1, 2, 21, 2, 0, 0, 0, 0, 2, 21, 1, 0, 0, 0, 0, 1, 128, 8, 0, 3, 0, 2, 3, 37, 0, 0, 0, 0, 0, 0, 20, 2, 0, 0, 0, 0, 2, 21, 0, 0, 0, 0, 0, 0, 108, 4, 0, 1, 0, 2, 1, 3003, 294, 0, 103, 5, 126, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
2702華園, 817, 11, 0, 0, 4, 5, 2, 0, 0, 0, 0, 0, 0, 0, 85, 8, 0, 0, 4, 2, 2, 57, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 63, 1, 0, 0, 0, 1, 0, 23, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 105, 2, 0, 0, 0, 2, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 
2423固緯, 404, 51, 0, 3, 7, 32, 9, 0, 0, 0, 0, 0, 0, 0, 63, 17, 0, 1, 3, 11, 2, 11, 1, 0, 0, 0, 0, 1, 125, 20, 0, 0, 4, 15, 1, 8, 1, 0, 0, 0, 0, 1, 7, 1, 0, 0, 0, 0, 1, 71, 1, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 54, 9, 0, 2, 0, 6, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2471資通, 490, 46, 0, 6, 1, 20, 19, 0, 0, 0, 0, 0, 0, 0, 34, 7, 0, 0, 1, 4, 2, 34, 6, 0, 0, 0, 1, 5, 55, 2, 0, 0, 0, 2, 0, 8, 1, 0, 0, 0, 0, 1, 42, 4, 0, 0, 0, 1, 3, 27, 1, 0, 0, 0, 0, 1, 40, 2, 0, 1, 0, 0, 1, 36, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 55, 4, 0, 0, 0, 2, 2, 123, 18, 0, 5, 0, 10, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 
5525順天, 431, 25, 0, 0, 2, 19, 4, 0, 0, 0, 0, 0, 0, 0, 58, 16, 0, 0, 2, 10, 4, 19, 0, 0, 0, 0, 0, 0, 86, 6, 0, 0, 0, 6, 0, 17, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 102, 3, 0, 0, 0, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
1737臺鹽, 1425, 126, 0, 20, 1, 64, 41, 239, 23, 0, 10, 0, 4, 9, 57, 12, 0, 1, 0, 9, 2, 27, 2, 0, 0, 0, 0, 2, 54, 3, 0, 0, 0, 3, 0, 29, 5, 0, 1, 0, 0, 4, 26, 1, 0, 0, 0, 0, 1, 275, 21, 0, 1, 0, 14, 6, 120, 0, 0, 0, 0, 0, 0, 37, 1, 0, 0, 0, 1, 0, 32, 4, 0, 0, 0, 0, 4, 12, 0, 0, 0, 0, 0, 0, 135, 17, 0, 0, 1, 10, 6, 308, 35, 0, 7, 0, 22, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 2, 0, 0, 0, 1, 1, 
3094聯傑, 408, 35, 0, 2, 0, 23, 10, 0, 0, 0, 0, 0, 0, 0, 170, 23, 0, 0, 0, 19, 4, 26, 5, 0, 0, 0, 2, 3, 47, 2, 0, 0, 0, 2, 0, 10, 1, 0, 0, 0, 0, 1, 10, 1, 0, 0, 0, 0, 1, 27, 1, 0, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
1434福懋, 986, 91, 1, 6, 6, 53, 25, 0, 0, 0, 0, 0, 0, 0, 132, 31, 0, 0, 3, 23, 5, 21, 3, 0, 0, 0, 0, 3, 181, 17, 1, 3, 0, 13, 0, 37, 4, 0, 0, 2, 0, 2, 94, 8, 0, 0, 0, 3, 5, 123, 5, 0, 0, 0, 1, 4, 34, 1, 0, 0, 0, 1, 0, 18, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 171, 8, 0, 0, 1, 5, 2, 143, 13, 0, 3, 0, 7, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
1732毛寶, 211, 23, 0, 3, 0, 12, 8, 0, 0, 0, 0, 0, 0, 0, 14, 3, 0, 0, 0, 2, 1, 12, 1, 0, 0, 0, 0, 1, 22, 1, 0, 0, 0, 1, 0, 8, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 21, 5, 0, 0, 0, 3, 2, 10, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 57, 10, 0, 3, 0, 6, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
3167大量, 1276, 121, 0, 6, 6, 69, 40, 0, 0, 0, 0, 0, 0, 0, 361, 39, 0, 0, 5, 29, 5, 181, 15, 0, 0, 0, 4, 11, 162, 20, 0, 0, 1, 17, 2, 32, 3, 0, 0, 0, 0, 3, 96, 13, 0, 0, 0, 7, 6, 49, 6, 0, 0, 0, 1, 5, 25, 1, 0, 0, 0, 1, 0, 39, 0, 0, 0, 0, 0, 0, 44, 5, 0, 0, 0, 1, 4, 21, 0, 0, 0, 0, 0, 0, 139, 7, 0, 2, 0, 3, 2, 91, 12, 0, 4, 0, 6, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 
1711永光, 1865, 217, 1, 16, 7, 90, 103, 220, 22, 0, 6, 2, 7, 7, 219, 40, 0, 0, 4, 31, 5, 52, 5, 0, 0, 0, 1, 4, 135, 11, 0, 0, 0, 11, 0, 164, 21, 0, 2, 0, 10, 9, 63, 4, 0, 1, 0, 1, 2, 460, 70, 0, 0, 1, 9, 60, 121, 9, 0, 0, 0, 3, 6, 40, 0, 0, 0, 0, 0, 0, 17, 2, 0, 0, 0, 0, 2, 29, 0, 0, 0, 0, 0, 0, 244, 20, 1, 4, 0, 10, 5, 58, 10, 0, 3, 0, 6, 1, 38, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
1315達新, 348, 25, 0, 2, 1, 14, 8, 0, 0, 0, 0, 0, 0, 0, 83, 13, 0, 0, 1, 7, 5, 11, 1, 0, 0, 0, 0, 1, 84, 3, 0, 0, 0, 3, 0, 10, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 62, 4, 0, 0, 0, 4, 0, 10, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 2, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
1735日勝化, 572, 59, 0, 3, 2, 37, 17, 0, 0, 0, 0, 0, 0, 0, 179, 31, 0, 0, 2, 21, 8, 20, 2, 0, 0, 0, 0, 2, 122, 9, 0, 0, 0, 9, 0, 12, 1, 0, 0, 0, 0, 1, 41, 4, 0, 0, 0, 1, 3, 32, 1, 0, 0, 0, 0, 1, 26, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 55, 10, 0, 3, 0, 6, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
1419新紡, 365, 35, 0, 3, 0, 23, 9, 0, 0, 0, 0, 0, 0, 0, 110, 20, 0, 0, 0, 17, 3, 10, 1, 0, 0, 0, 0, 1, 42, 2, 0, 0, 0, 2, 0, 9, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 29, 1, 0, 0, 0, 0, 1, 23, 1, 0, 0, 0, 1, 0, 19, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 44, 1, 0, 1, 0, 0, 0, 39, 6, 0, 2, 0, 3, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2478大毅, 556, 74, 0, 8, 1, 41, 24, 0, 0, 0, 0, 0, 0, 0, 101, 18, 0, 1, 1, 14, 2, 60, 5, 0, 0, 0, 3, 2, 45, 4, 0, 1, 0, 3, 0, 32, 8, 0, 0, 0, 5, 3, 8, 1, 0, 0, 0, 0, 1, 88, 18, 0, 0, 0, 6, 12, 41, 2, 0, 0, 0, 1, 1, 19, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 97, 17, 0, 6, 0, 9, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2444友旺, 1661, 123, 0, 12, 7, 67, 37, 0, 0, 0, 0, 0, 0, 0, 298, 52, 0, 0, 7, 40, 5, 167, 27, 0, 3, 0, 4, 20, 124, 14, 0, 0, 0, 12, 2, 23, 2, 0, 0, 0, 0, 2, 42, 3, 0, 0, 0, 1, 2, 27, 1, 0, 0, 0, 0, 1, 675, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 21, 2, 0, 0, 0, 0, 2, 20, 0, 0, 0, 0, 0, 0, 98, 5, 0, 4, 0, 0, 1, 99, 17, 0, 5, 0, 10, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 
2387精元, 580, 58, 0, 3, 2, 38, 15, 0, 0, 0, 0, 0, 0, 0, 122, 20, 0, 0, 2, 15, 3, 38, 3, 0, 0, 0, 1, 2, 115, 12, 0, 0, 0, 10, 2, 12, 1, 0, 0, 0, 0, 1, 36, 3, 0, 0, 0, 0, 3, 81, 8, 0, 0, 0, 6, 2, 14, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 57, 10, 0, 3, 0, 6, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 
6152百一, 3490, 356, 53, 16, 38, 182, 67, 284, 15, 0, 3, 0, 4, 8, 614, 96, 0, 0, 15, 66, 15, 51, 2, 0, 0, 0, 0, 2, 146, 19, 0, 0, 1, 18, 0, 22, 2, 0, 0, 0, 0, 2, 222, 16, 0, 0, 0, 7, 9, 224, 17, 0, 0, 0, 9, 8, 36, 0, 0, 0, 0, 0, 0, 64, 1, 0, 0, 0, 0, 1, 22, 2, 0, 0, 0, 0, 2, 64, 5, 0, 2, 0, 3, 0, 208, 15, 1, 1, 0, 7, 6, 281, 30, 0, 5, 1, 15, 9, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1234, 136, 52, 5, 21, 53, 5, 
3013晟銘電, 326, 44, 0, 2, 4, 32, 6, 0, 0, 0, 0, 0, 0, 0, 42, 12, 0, 0, 3, 8, 1, 11, 1, 0, 0, 0, 0, 1, 116, 19, 0, 0, 1, 18, 0, 10, 1, 0, 0, 0, 0, 1, 10, 1, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 55, 9, 0, 2, 0, 6, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2527宏璟, 339, 25, 0, 4, 0, 12, 9, 0, 0, 0, 0, 0, 0, 0, 73, 12, 0, 0, 0, 8, 4, 12, 1, 0, 0, 0, 0, 1, 60, 4, 0, 0, 0, 4, 0, 10, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 14, 2, 0, 0, 0, 0, 2, 11, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 29, 4, 0, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
3533嘉澤, 845, 108, 0, 17, 6, 58, 27, 0, 0, 0, 0, 0, 0, 0, 288, 45, 0, 0, 2, 36, 7, 42, 7, 0, 0, 0, 0, 7, 76, 14, 0, 2, 3, 9, 0, 7, 1, 0, 0, 0, 0, 1, 8, 1, 0, 0, 0, 0, 1, 110, 7, 0, 0, 0, 4, 3, 50, 3, 0, 0, 1, 1, 1, 19, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 178, 29, 0, 15, 0, 8, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 
2406國碩, 639, 60, 0, 10, 0, 30, 20, 0, 0, 0, 0, 0, 0, 0, 55, 7, 0, 0, 0, 6, 1, 43, 4, 0, 0, 0, 1, 3, 67, 3, 0, 0, 0, 3, 0, 10, 1, 0, 0, 0, 0, 1, 41, 6, 0, 0, 0, 1, 5, 92, 7, 0, 0, 0, 3, 4, 39, 2, 0, 1, 0, 0, 1, 19, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 68, 1, 0, 1, 0, 0, 0, 173, 28, 0, 8, 0, 16, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
1538正峰新, 612, 71, 0, 6, 1, 43, 21, 0, 0, 0, 0, 0, 0, 0, 107, 28, 0, 0, 1, 21, 6, 11, 1, 0, 0, 0, 0, 1, 73, 8, 0, 0, 0, 8, 0, 8, 1, 0, 0, 0, 0, 1, 27, 3, 0, 0, 0, 1, 2, 63, 11, 0, 1, 0, 2, 8, 21, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 223, 18, 0, 5, 0, 11, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
6281全國電, 455, 41, 0, 4, 0, 24, 13, 0, 0, 0, 0, 0, 0, 0, 92, 15, 0, 1, 0, 10, 4, 76, 8, 0, 0, 0, 5, 3, 36, 2, 0, 0, 0, 2, 0, 11, 1, 0, 0, 0, 0, 1, 50, 4, 0, 0, 0, 1, 3, 14, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 56, 10, 0, 3, 0, 6, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 
1210大成, 934, 125, 2, 4, 7, 76, 36, 0, 0, 0, 0, 0, 0, 0, 314, 55, 2, 0, 7, 37, 9, 12, 1, 0, 0, 0, 0, 1, 269, 29, 0, 0, 0, 26, 3, 19, 2, 0, 0, 0, 0, 2, 36, 4, 0, 0, 0, 2, 2, 150, 24, 0, 1, 0, 5, 18, 11, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 53, 10, 0, 3, 0, 6, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
